,subj1,vID1,subj2,vID2,language_sim,txt1,txt2
26,PSA005,3.0,PSA007,9.0,0.8051216079183228,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,this one is about um (.) two guys are at a skate (.) um (2s) place and one of them asks the other one if he still smokes and the guy responds and says that he doesn't have enough room in his pants (.) and um (.) yeah he only has enough room for his phone and then he calls his girlfriend and (.) yeah (.) um (.) that's why he stopped smoking 
27,PSA005,3.0,PSA007,10.0,0.7878959060766852,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,um so these two girls are on the bleachers outside and the one girl asks if the other girl wants to smoke and the other girl um (.) responds and she said that she can't break up her two fingers cause they're in love (.) and she can't use her other hand because (.) um (.) it's a punk rock band (.) so (.)  she can't break up the band (.) and then they're just (.) both kind of like jamming out in the end 
28,PSA005,3.0,PSA007,11.0,0.7184230866161516,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,this one's um (.) a teacher and he's studying on an- experienced- experimenting on this creature and um (.) the kids are watching him and the creature accidentally gets loose (.) and it goes um (.) in the classroom and all the  people are frightened and um (.) out of control and just- it's this dangerous creature just running around and (.) destroying things 
29,PSA005,3.0,PSA007,12.0,0.8733835623971739,all right (.) so the little girl she's talking about how (.) she is um (.) she is- more- kinda like in a weird awkward (annoying) relationship with her cigarette (.) and the cigarette forces her to go places (.) forces her to stop what she's doing to go smoke (.) and it started to take all of her money (2s)  and she (.) wants to get rid of 'em cause at first she didn't think it was all true what everyone said but it was  ,this is a couple of kids (.) I guess they're near their high school at night and they're messing around and (.) they find this creature and they're kind of like (.) just like playing with it and (.) it starts attacking one of them and like crawls up his arm and (.) it represents um (.) cigarettes and how it's actually dangerous and it might not look that bad but it can actually really harm you in the end 
30,PSA005,4.0,PSA007,5.0,0.813179319152782,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,uh this um has three kids in the commercial (.) the first one gets pushed up against the locker um (.) by the bully (.) the cigarette (.) and the second one says that (.) is like pretty much taking the girl's money because cigarettes are so expensive (.) and um the third one is the guy has to pause the movie because he's taking a smoke break instead of hanging out with his friends and having a good time
31,PSA005,4.0,PSA007,6.0,0.7324267011791412,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,uh this teenager goes outside to take a smoke break and (.) in the forest there are um (.) thousands of these um (.) I guess monsters or people in like black suits that are- look really scary and dangerous and (.) they start running towards him and they represent how many chemicals are in the cigarettes 
32,PSA005,4.0,PSA007,7.0,0.7938605037822648,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,this one's about (.) um (2s) I think it's at prom or a school dance (.) and (.) the guy's with his date and they're dancing and having fun but (.) the cigarette just pulls him out everyone once in a while it just interrupts his night and (.) just makes him go take a smoke break and (.) right when he's having like these sentimental moments with his date um (.) the cigarette always ruins it and makes him go outside for a smoke break
33,PSA005,4.0,PSA007,8.0,0.7756934643634253,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,so (.) the band is performing and they're practicing and (.) pretty much the first time the guy has to leave because the cigarette calls him out (.) and then it gets later in the day and then the guy gets called out again by the cigarette and then for the third time the guy has to go out and smoke and interrupt the band's practice because he is addicted to smoking (.) so (2s) yep
34,PSA005,4.0,PSA007,9.0,0.7332223601172936,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,this one is about um (.) two guys are at a skate (.) um (2s) place and one of them asks the other one if he still smokes and the guy responds and says that he doesn't have enough room in his pants (.) and um (.) yeah he only has enough room for his phone and then he calls his girlfriend and (.) yeah (.) um (.) that's why he stopped smoking 
35,PSA005,4.0,PSA007,10.0,0.6886789069182823,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,um so these two girls are on the bleachers outside and the one girl asks if the other girl wants to smoke and the other girl um (.) responds and she said that she can't break up her two fingers cause they're in love (.) and she can't use her other hand because (.) um (.) it's a punk rock band (.) so (.)  she can't break up the band (.) and then they're just (.) both kind of like jamming out in the end 
36,PSA005,4.0,PSA007,11.0,0.6218593727822908,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,this one's um (.) a teacher and he's studying on an- experienced- experimenting on this creature and um (.) the kids are watching him and the creature accidentally gets loose (.) and it goes um (.) in the classroom and all the  people are frightened and um (.) out of control and just- it's this dangerous creature just running around and (.) destroying things 
37,PSA005,4.0,PSA007,12.0,0.7616925740070696,um (.) the girl is (.) um she's pretty much just writing a contract (.) and she's signing everything that she's giving up and everything she (would do) for the cigarette (2s) and (.) then they explain how every cigarette is a contract and you sign it whenever you light it up and go and smoke (.) (she comes back) she gives up her freedom (.) she gives up her money (.) and she gives up time with her friends and family ,this is a couple of kids (.) I guess they're near their high school at night and they're messing around and (.) they find this creature and they're kind of like (.) just like playing with it and (.) it starts attacking one of them and like crawls up his arm and (.) it represents um (.) cigarettes and how it's actually dangerous and it might not look that bad but it can actually really harm you in the end 
38,PSA005,5.0,PSA007,6.0,0.7593909982652537,all right now this one's a bully that bullies more than one kid (.) he bullies this one kid and comes out of his locker and drags him outside and going to this other kid and takes their money and then he bullies another kid and has him give up his free time and- to go out and smoke with him and he-he-he keeps dragging people (.) and the last kid he drags out and he-and he goes in between his fingers and says fuck her up and um smoke,uh this teenager goes outside to take a smoke break and (.) in the forest there are um (.) thousands of these um (.) I guess monsters or people in like black suits that are- look really scary and dangerous and (.) they start running towards him and they represent how many chemicals are in the cigarettes 
39,PSA005,5.0,PSA007,7.0,0.7940772355816783,all right now this one's a bully that bullies more than one kid (.) he bullies this one kid and comes out of his locker and drags him outside and going to this other kid and takes their money and then he bullies another kid and has him give up his free time and- to go out and smoke with him and he-he-he keeps dragging people (.) and the last kid he drags out and he-and he goes in between his fingers and says fuck her up and um smoke,this one's about (.) um (2s) I think it's at prom or a school dance (.) and (.) the guy's with his date and they're dancing and having fun but (.) the cigarette just pulls him out everyone once in a while it just interrupts his night and (.) just makes him go take a smoke break and (.) right when he's having like these sentimental moments with his date um (.) the cigarette always ruins it and makes him go outside for a smoke break
40,PSA005,5.0,PSA007,8.0,0.774165049990923,all right now this one's a bully that bullies more than one kid (.) he bullies this one kid and comes out of his locker and drags him outside and going to this other kid and takes their money and then he bullies another kid and has him give up his free time and- to go out and smoke with him and he-he-he keeps dragging people (.) and the last kid he drags out and he-and he goes in between his fingers and says fuck her up and um smoke,so (.) the band is performing and they're practicing and (.) pretty much the first time the guy has to leave because the cigarette calls him out (.) and then it gets later in the day and then the guy gets called out again by the cigarette and then for the third time the guy has to go out and smoke and interrupt the band's practice because he is addicted to smoking (.) so (2s) yep
41,PSA005,5.0,PSA007,9.0,0.7700377978356727,all right now this one's a bully that bullies more than one kid (.) he bullies this one kid and comes out of his locker and drags him outside and going to this other kid and takes their money and then he bullies another kid and has him give up his free time and- to go out and smoke with him and he-he-he keeps dragging people (.) and the last kid he drags out and he-and he goes in between his fingers and says fuck her up and um smoke,this one is about um (.) two guys are at a skate (.) um (2s) place and one of them asks the other one if he still smokes and the guy responds and says that he doesn't have enough room in his pants (.) and um (.) yeah he only has enough room for his phone and then he calls his girlfriend and (.) yeah (.) um (.) that's why he stopped smoking 
42,PSA005,5.0,PSA007,10.0,0.747884243150376,all right now this one's a bully that bullies more than one kid (.) he bullies this one kid and comes out of his locker and drags him outside and going to this other kid and takes their money and then he bullies another kid and has him give up his free time and- to go out and smoke with him and he-he-he keeps dragging people (.) and the last kid he drags out and he-and he goes in between his fingers and says fuck her up and um smoke,um so these two girls are on the bleachers outside and the one girl asks if the other girl wants to smoke and the other girl um (.) responds and she said that she can't break up her two fingers cause they're in love (.) and she can't use her other hand because (.) um (.) it's a punk rock band (.) so (.)  she can't break up the band (.) and then they're just (.) both kind of like jamming out in the end 
43,PSA005,5.0,PSA007,11.0,0.7262618828207443,all right now this one's a bully that bullies more than one kid (.) he bullies this one kid and comes out of his locker and drags him outside and going to this other kid and takes their money and then he bullies another kid and has him give up his free time and- to go out and smoke with him and he-he-he keeps dragging people (.) and the last kid he drags out and he-and he goes in between his fingers and says fuck her up and um smoke,this one's um (.) a teacher and he's studying on an- experienced- experimenting on this creature and um (.) the kids are watching him and the creature accidentally gets loose (.) and it goes um (.) in the classroom and all the  people are frightened and um (.) out of control and just- it's this dangerous creature just running around and (.) destroying things 
44,PSA005,5.0,PSA007,12.0,0.7859106779895583,all right now this one's a bully that bullies more than one kid (.) he bullies this one kid and comes out of his locker and drags him outside and going to this other kid and takes their money and then he bullies another kid and has him give up his free time and- to go out and smoke with him and he-he-he keeps dragging people (.) and the last kid he drags out and he-and he goes in between his fingers and says fuck her up and um smoke,this is a couple of kids (.) I guess they're near their high school at night and they're messing around and (.) they find this creature and they're kind of like (.) just like playing with it and (.) it starts attacking one of them and like crawls up his arm and (.) it represents um (.) cigarettes and how it's actually dangerous and it might not look that bad but it can actually really harm you in the end 
45,PSA005,6.0,PSA007,7.0,0.7866360976256189,this kid theres- sees a bunch of demon- like things comin at him (.) and they're all dark and there's a bunch of things and they all fly into his mouth (.) and then he coughs (.) and they say that one cigarette is a bunch of- is a bunch of- is (.) over seven thousand chemicals coming at you (2s) and ready to (2s) hurt you (2s) and the kid- the kid actually looks scared in the beginning and the whole time ,this one's about (.) um (2s) I think it's at prom or a school dance (.) and (.) the guy's with his date and they're dancing and having fun but (.) the cigarette just pulls him out everyone once in a while it just interrupts his night and (.) just makes him go take a smoke break and (.) right when he's having like these sentimental moments with his date um (.) the cigarette always ruins it and makes him go outside for a smoke break
46,PSA005,6.0,PSA007,8.0,0.7865793622397745,this kid theres- sees a bunch of demon- like things comin at him (.) and they're all dark and there's a bunch of things and they all fly into his mouth (.) and then he coughs (.) and they say that one cigarette is a bunch of- is a bunch of- is (.) over seven thousand chemicals coming at you (2s) and ready to (2s) hurt you (2s) and the kid- the kid actually looks scared in the beginning and the whole time ,so (.) the band is performing and they're practicing and (.) pretty much the first time the guy has to leave because the cigarette calls him out (.) and then it gets later in the day and then the guy gets called out again by the cigarette and then for the third time the guy has to go out and smoke and interrupt the band's practice because he is addicted to smoking (.) so (2s) yep
